 ,Label,Area,Min,Max,X,Y,BX,BY,Width,Height,Circ.,AR,Round,Solidity
111,ddd-1.png:0443-0391,0.000,98,98,45.805,54.613,45.697,54.613,0.124,0.124,0.000,0.000,0.000,NaN
112,ddd-1.png:0443-0391,0.000,108,108,45.960,54.598,45.944,54.489,0.124,0.124,0.000,0.000,0.000,NaN
113,ddd-1.png:0443-0391,0.000,108,108,45.991,54.582,45.944,54.489,0.124,0.124,0.000,0.000,0.000,NaN
114,ddd-1.png:0443-0391,0.000,108,108,46.022,54.567,45.944,54.489,0.124,0.124,0.000,0.000,0.000,NaN
115,ddd-1.png:0443-0391,0.000,92,92,46.099,54.458,46.068,54.365,0.124,0.124,0.000,0.000,0.000,NaN
116,ddd-1.png:0443-0391,0.000,92,92,46.099,54.458,46.068,54.365,0.124,0.124,0.000,0.000,0.000,NaN
117,ddd-1.png:0443-0391,0.000,88,88,46.130,54.272,46.068,54.241,0.124,0.124,0.000,0.000,0.000,NaN
118,ddd-1.png:0443-0391,0.000,84,84,46.161,54.195,46.068,54.118,0.124,0.124,0.000,0.000,0.000,NaN
119,ddd-1.png:0443-0391,0.000,82,82,46.053,54.102,45.944,53.994,0.124,0.124,0.000,0.000,0.000,NaN
120,ddd-1.png:0443-0391,0.000,77,77,45.975,53.978,45.944,53.870,0.124,0.124,0.000,0.000,0.000,NaN
121,ddd-1.png:0443-0391,0.000,84,84,45.929,53.870,45.820,53.870,0.124,0.124,0.000,0.000,0.000,NaN
122,ddd-1.png:0443-0391,0.000,86,86,45.898,53.746,45.820,53.746,0.124,0.124,0.000,0.000,0.000,NaN
123,ddd-1.png:0443-0391,0.000,86,86,45.898,53.746,45.820,53.746,0.124,0.124,0.000,0.000,0.000,NaN
124,ddd-1.png:0443-0391,0.000,102,102,45.929,53.483,45.820,53.375,0.124,0.124,0.000,0.000,0.000,NaN
125,ddd-1.png:0443-0391,0.000,80,80,46.115,53.375,46.068,53.375,0.124,0.124,0.000,0.000,0.000,NaN
126,ddd-1.png:0443-0391,0.000,75,75,46.254,53.251,46.192,53.251,0.124,0.124,0.000,0.000,0.000,NaN
127,ddd-1.png:0443-0391,0.000,73,73,46.331,53.266,46.316,53.251,0.124,0.124,0.000,0.000,0.000,NaN
128,ddd-1.png:0443-0391,0.000,73,73,46.502,53.266,46.440,53.251,0.124,0.124,0.000,0.000,0.000,NaN
129,ddd-1.png:0443-0391,0.000,75,75,46.625,53.282,46.563,53.251,0.124,0.124,0.000,0.000,0.000,NaN
130,ddd-1.png:0443-0391,0.000,75,75,46.625,53.282,46.563,53.251,0.124,0.124,0.000,0.000,0.000,NaN
131,ddd-1.png:0443-0391,0.000,70,70,46.811,53.266,46.811,53.251,0.124,0.124,0.000,0.000,0.000,NaN
132,ddd-1.png:0443-0391,0.000,90,90,46.935,53.204,46.935,53.127,0.124,0.124,0.000,0.000,0.000,NaN
133,ddd-1.png:0443-0391,0.000,90,90,46.935,53.204,46.935,53.127,0.124,0.124,0.000,0.000,0.000,NaN
134,ddd-1.png:0443-0391,0.000,95,95,47.105,53.111,47.059,53.003,0.124,0.124,0.000,0.000,0.000,NaN
135,ddd-1.png:0443-0391,0.000,82,82,47.183,52.926,47.183,52.879,0.124,0.124,0.000,0.000,0.000,NaN
136,ddd-1.png:0443-0391,0.000,105,105,47.121,52.786,47.059,52.755,0.124,0.124,0.000,0.000,0.000,NaN
137,ddd-1.png:0443-0391,0.000,105,105,47.121,52.786,47.059,52.755,0.124,0.124,0.000,0.000,0.000,NaN
138,ddd-1.png:0443-0391,0.000,105,105,47.074,52.755,47.059,52.755,0.124,0.124,0.000,0.000,0.000,NaN
139,ddd-1.png:0443-0391,0.000,97,97,47.090,52.647,47.059,52.632,0.124,0.124,0.000,0.000,0.000,NaN
140,ddd-1.png:0443-0391,0.000,89,89,47.136,52.601,47.059,52.508,0.124,0.124,0.000,0.000,0.000,NaN
141,ddd-1.png:0443-0391,0.000,93,93,46.997,52.585,46.935,52.508,0.124,0.124,0.000,0.000,0.000,NaN
142,ddd-1.png:0443-0391,0.000,93,93,46.997,52.585,46.935,52.508,0.124,0.124,0.000,0.000,0.000,NaN
143,ddd-1.png:0443-0391,0.000,83,83,46.935,52.446,46.935,52.384,0.124,0.124,0.000,0.000,0.000,NaN
144,ddd-1.png:0443-0391,0.000,92,92,46.842,52.337,46.811,52.260,0.124,0.124,0.000,0.000,0.000,NaN
145,ddd-1.png:0443-0391,0.000,101,101,46.842,52.198,46.811,52.136,0.124,0.124,0.000,0.000,0.000,NaN
146,ddd-1.png:0443-0391,0.000,102,102,46.997,52.105,46.935,52.012,0.124,0.124,0.000,0.000,0.000,NaN
147,ddd-1.png:0443-0391,0.000,90,90,47.121,52.090,47.059,52.012,0.124,0.124,0.000,0.000,0.000,NaN
148,ddd-1.png:0443-0391,0.000,71,71,47.368,52.152,47.307,52.136,0.124,0.124,0.000,0.000,0.000,NaN
149,ddd-1.png:0443-0391,0.000,76,76,47.492,52.152,47.430,52.136,0.124,0.124,0.000,0.000,0.000,NaN
150,ddd-1.png:0443-0391,0.000,82,82,47.601,52.152,47.554,52.136,0.124,0.124,0.000,0.000,0.000,NaN
151,ddd-1.png:0443-0391,0.000,89,89,47.786,52.183,47.678,52.136,0.124,0.124,0.000,0.000,0.000,NaN
152,ddd-1.png:0443-0391,0.000,119,119,47.926,52.028,47.926,52.012,0.124,0.124,0.000,0.000,0.000,NaN
153,ddd-1.png:0443-0391,0.000,105,105,48.065,52.105,48.050,52.012,0.124,0.124,0.000,0.000,0.000,NaN
154,ddd-1.png:0443-0391,0.000,117,117,48.065,51.966,48.050,51.889,0.124,0.124,0.000,0.000,0.000,NaN
155,ddd-1.png:0443-0391,0.000,120,120,48.003,51.780,47.926,51.765,0.124,0.124,0.000,0.000,0.000,NaN
156,ddd-1.png:0443-0391,0.000,120,120,48.003,51.780,47.926,51.765,0.124,0.124,0.000,0.000,0.000,NaN
157,ddd-1.png:0443-0391,0.000,104,104,47.972,51.672,47.926,51.641,0.124,0.124,0.000,0.000,0.000,NaN
158,ddd-1.png:0443-0391,0.000,88,88,47.972,51.486,47.926,51.393,0.124,0.124,0.000,0.000,0.000,NaN
159,ddd-1.png:0443-0391,0.000,86,86,47.926,51.347,47.926,51.269,0.124,0.124,0.000,0.000,0.000,NaN
160,ddd-1.png:0443-0391,0.000,96,96,47.988,51.084,47.926,51.022,0.124,0.124,0.000,0.000,0.000,NaN
161,ddd-1.png:0443-0391,0.000,101,101,48.019,50.944,47.926,50.898,0.124,0.124,0.000,0.000,0.000,NaN
162,ddd-1.png:0443-0391,0.000,94,94,48.266,51.006,48.173,50.898,0.124,0.124,0.000,0.000,0.000,NaN
163,ddd-1.png:0443-0391,0.000,100,100,48.452,51.006,48.421,50.898,0.124,0.124,0.000,0.000,0.000,NaN
164,ddd-1.png:0443-0391,0.000,100,100,48.452,51.006,48.421,50.898,0.124,0.124,0.000,0.000,0.000,NaN
165,ddd-1.png:0443-0391,0.000,106,106,48.622,51.006,48.545,50.898,0.124,0.124,0.000,0.000,0.000,NaN
166,ddd-1.png:0443-0391,0.000,106,106,48.762,51.006,48.669,50.898,0.124,0.124,0.000,0.000,0.000,NaN
167,ddd-1.png:0443-0391,0.000,105,105,48.994,50.975,48.916,50.898,0.124,0.124,0.000,0.000,0.000,NaN
168,ddd-1.png:0443-0391,0.000,98,98,49.149,50.960,49.040,50.898,0.124,0.124,0.000,0.000,0.000,NaN
169,ddd-1.png:0443-0391,0.000,118,118,49.257,50.882,49.164,50.774,0.124,0.124,0.000,0.000,0.000,NaN
170,ddd-1.png:0443-0391,0.000,96,96,49.474,50.805,49.412,50.774,0.124,0.124,0.000,0.000,0.000,NaN
171,ddd-1.png:0443-0391,0.000,96,96,49.474,50.805,49.412,50.774,0.124,0.124,0.000,0.000,0.000,NaN
172,ddd-1.png:0443-0391,0.000,91,91,49.551,50.697,49.536,50.650,0.124,0.124,0.000,0.000,0.000,NaN
173,ddd-1.png:0443-0391,0.000,97,97,49.551,50.573,49.536,50.526,0.124,0.124,0.000,0.000,0.000,NaN
174,ddd-1.png:0443-0391,0.000,88,88,49.551,50.464,49.536,50.402,0.124,0.124,0.000,0.000,0.000,NaN
175,ddd-1.png:0443-0391,0.000,87,87,49.458,50.279,49.412,50.279,0.124,0.124,0.000,0.000,0.000,NaN
176,ddd-1.png:0443-0391,0.000,84,84,49.443,50.186,49.412,50.155,0.124,0.124,0.000,0.000,0.000,NaN
177,ddd-1.png:0443-0391,0.000,84,84,49.443,50.186,49.412,50.155,0.124,0.124,0.000,0.000,0.000,NaN
178,ddd-1.png:0443-0391,0.000,88,88,49.412,50.000,49.412,49.907,0.124,0.124,0.000,0.000,0.000,NaN
179,ddd-1.png:0443-0391,0.000,88,88,49.427,49.861,49.412,49.783,0.124,0.124,0.000,0.000,0.000,NaN
180,ddd-1.png:0443-0391,0.000,90,90,49.458,49.721,49.412,49.659,0.124,0.124,0.000,0.000,0.000,NaN
181,ddd-1.png:0443-0391,0.000,95,95,49.520,49.644,49.412,49.536,0.124,0.124,0.000,0.000,0.000,NaN
182,ddd-1.png:0443-0391,0.000,83,83,49.690,49.628,49.659,49.536,0.124,0.124,0.000,0.000,0.000,NaN
183,ddd-1.png:0443-0391,0.000,79,79,49.876,49.628,49.783,49.536,0.124,0.124,0.000,0.000,0.000,NaN
184,ddd-1.png:0443-0391,0.000,79,79,49.876,49.628,49.783,49.536,0.124,0.124,0.000,0.000,0.000,NaN
185,ddd-1.png:0443-0391,0.000,84,84,49.969,49.644,49.907,49.536,0.124,0.124,0.000,0.000,0.000,NaN
186,ddd-1.png:0443-0391,0.000,74,74,50.077,49.690,50.031,49.659,0.124,0.124,0.000,0.000,0.000,NaN
187,ddd-1.png:0443-0391,0.000,81,81,50.170,49.737,50.155,49.659,0.124,0.124,0.000,0.000,0.000,NaN
188,ddd-1.png:0443-0391,0.000,81,81,50.217,49.752,50.155,49.659,0.124,0.124,0.000,0.000,0.000,NaN
189,ddd-1.png:0443-0391,0.000,87,87,50.310,49.752,50.279,49.659,0.124,0.124,0.000,0.000,0.000,NaN
190,ddd-1.png:0443-0391,0.000,87,87,50.387,49.752,50.279,49.659,0.124,0.124,0.000,0.000,0.000,NaN
191,ddd-1.png:0443-0391,0.000,74,74,50.526,49.675,50.526,49.659,0.124,0.124,0.000,0.000,0.000,NaN
192,ddd-1.png:0443-0391,0.000,82,82,50.666,49.582,50.650,49.536,0.124,0.124,0.000,0.000,0.000,NaN
193,ddd-1.png:0443-0391,0.000,101,101,50.867,49.396,50.774,49.288,0.124,0.124,0.000,0.000,0.000,NaN
194,ddd-1.png:0443-0391,0.000,91,91,51.006,49.272,50.898,49.164,0.124,0.124,0.000,0.000,0.000,NaN
195,ddd-1.png:0443-0391,0.000,73,73,51.037,49.164,51.022,49.164,0.124,0.124,0.000,0.000,0.000,NaN
196,ddd-1.png:0443-0391,0.000,96,96,50.975,49.102,50.898,49.040,0.124,0.124,0.000,0.000,0.000,NaN
197,ddd-1.png:0443-0391,0.000,95,95,50.991,48.932,50.898,48.916,0.124,0.124,0.000,0.000,0.000,NaN
198,ddd-1.png:0443-0391,0.000,88,88,50.991,48.762,50.898,48.669,0.124,0.124,0.000,0.000,0.000,NaN
199,ddd-1.png:0443-0391,0.000,88,88,50.944,48.607,50.898,48.545,0.124,0.124,0.000,0.000,0.000,NaN
200,ddd-1.png:0443-0391,0.000,80,80,51.022,48.467,51.022,48.421,0.124,0.124,0.000,0.000,0.000,NaN
201,ddd-1.png:0443-0391,0.000,92,92,51.099,48.328,51.022,48.297,0.124,0.124,0.000,0.000,0.000,NaN
202,ddd-1.png:0443-0391,0.000,92,92,51.207,48.266,51.146,48.173,0.124,0.124,0.000,0.000,0.000,NaN
203,ddd-1.png:0443-0391,0.000,81,81,51.362,48.189,51.269,48.173,0.124,0.124,0.000,0.000,0.000,NaN
204,ddd-1.png:0443-0391,0.000,75,75,51.440,48.189,51.393,48.173,0.124,0.124,0.000,0.000,0.000,NaN
205,ddd-1.png:0443-0391,0.000,68,68,51.641,48.251,51.641,48.173,0.124,0.124,0.000,0.000,0.000,NaN
206,ddd-1.png:0443-0391,0.000,71,71,51.811,48.282,51.765,48.173,0.124,0.124,0.000,0.000,0.000,NaN
207,ddd-1.png:0443-0391,0.000,66,66,51.920,48.328,51.889,48.297,0.124,0.124,0.000,0.000,0.000,NaN
208,ddd-1.png:0443-0391,0.000,68,68,52.043,48.406,52.012,48.297,0.124,0.124,0.000,0.000,0.000,NaN
209,ddd-1.png:0443-0391,0.000,68,68,52.136,48.359,52.136,48.297,0.124,0.124,0.000,0.000,0.000,NaN
210,ddd-1.png:0443-0391,0.000,68,68,52.322,48.297,52.260,48.297,0.124,0.124,0.000,0.000,0.000,NaN
211,ddd-1.png:0443-0391,0.000,73,73,52.322,48.220,52.260,48.173,0.124,0.124,0.000,0.000,0.000,NaN
212,ddd-1.png:0443-0391,0.000,81,81,52.446,48.111,52.384,48.050,0.124,0.124,0.000,0.000,0.000,NaN
213,ddd-1.png:0443-0391,0.000,96,96,52.492,48.019,52.384,47.926,0.124,0.124,0.000,0.000,0.000,NaN
214,ddd-1.png:0443-0391,0.000,96,96,52.601,47.879,52.508,47.802,0.124,0.124,0.000,0.000,0.000,NaN
215,ddd-1.png:0443-0391,0.000,96,96,52.601,47.802,52.508,47.802,0.124,0.124,0.000,0.000,0.000,NaN
216,ddd-1.png:0443-0391,0.000,96,96,52.601,47.802,52.508,47.802,0.124,0.124,0.000,0.000,0.000,NaN
217,ddd-1.png:0443-0391,0.000,108,108,52.601,47.663,52.508,47.554,0.124,0.124,0.000,0.000,0.000,NaN
218,ddd-1.png:0443-0391,0.000,104,104,52.632,47.523,52.632,47.430,0.124,0.124,0.000,0.000,0.000,NaN
219,ddd-1.png:0443-0391,0.000,114,114,52.632,47.399,52.632,47.307,0.124,0.124,0.000,0.000,0.000,NaN
220,ddd-1.png:0443-0391,0.000,114,114,52.632,47.353,52.632,47.307,0.124,0.124,0.000,0.000,0.000,NaN
