 ,Label,Area,Min,Max,X,Y,BX,BY,Width,Height,Circ.,AR,Round,Solidity,Length
295,ddd-1.png:0443-0391,0.000,71,71,44.938,56.827,44.830,56.718,0.124,0.124,0.000,0.000,0.000,NaN,0
296,ddd-1.png:0443-0391,0.000,71,71,44.892,56.796,44.830,56.718,0.124,0.124,0.000,0.000,0.000,NaN,0
297,ddd-1.png:0443-0391,0.000,71,71,44.892,56.796,44.830,56.718,0.124,0.124,0.000,0.000,0.000,NaN,0
298,ddd-1.png:0443-0391,0.000,67,67,44.814,56.734,44.706,56.718,0.124,0.124,0.000,0.000,0.000,NaN,0
299,ddd-1.png:0443-0391,0.000,77,77,44.752,56.687,44.706,56.594,0.124,0.124,0.000,0.000,0.000,NaN,0
300,ddd-1.png:0443-0391,0.000,75,75,44.659,56.641,44.582,56.594,0.124,0.124,0.000,0.000,0.000,NaN,0
301,ddd-1.png:0443-0391,0.000,75,75,44.659,56.641,44.582,56.594,0.124,0.124,0.000,0.000,0.000,NaN,0
302,ddd-1.png:0443-0391,0.000,85,85,44.582,56.502,44.582,56.471,0.124,0.124,0.000,0.000,0.000,NaN,0
303,ddd-1.png:0443-0391,0.000,92,92,44.489,56.362,44.458,56.347,0.124,0.124,0.000,0.000,0.000,NaN,0
304,ddd-1.png:0443-0391,0.000,108,108,44.474,56.176,44.458,56.099,0.124,0.124,0.000,0.000,0.000,NaN,0
305,ddd-1.png:0443-0391,0.000,111,111,44.489,56.006,44.458,55.975,0.124,0.124,0.000,0.000,0.000,NaN,0
306,ddd-1.png:0443-0391,0.000,115,115,44.567,55.929,44.458,55.851,0.124,0.124,0.000,0.000,0.000,NaN,0
307,ddd-1.png:0443-0391,0.000,115,115,44.567,55.929,44.458,55.851,0.124,0.124,0.000,0.000,0.000,NaN,0
308,ddd-1.png:0443-0391,0.000,95,95,44.737,55.882,44.706,55.851,0.124,0.124,0.000,0.000,0.000,NaN,0
309,ddd-1.png:0443-0391,0.000,92,92,44.830,55.882,44.830,55.851,0.124,0.124,0.000,0.000,0.000,NaN,0
310,ddd-1.png:0443-0391,0.000,91,91,45.046,55.867,44.954,55.851,0.124,0.124,0.000,0.000,0.000,NaN,0
311,ddd-1.png:0443-0391,0.000,82,82,45.310,55.867,45.201,55.851,0.124,0.124,0.000,0.000,0.000,NaN,0
312,ddd-1.png:0443-0391,0.000,79,79,45.433,55.774,45.325,55.728,0.124,0.124,0.000,0.000,0.000,NaN,0
313,ddd-1.png:0443-0391,0.000,79,79,45.433,55.774,45.325,55.728,0.124,0.124,0.000,0.000,0.000,NaN,0
314,ddd-1.png:0443-0391,0.000,74,74,45.480,55.588,45.449,55.480,0.124,0.124,0.000,0.000,0.000,NaN,0
315,ddd-1.png:0443-0391,0.000,74,74,45.480,55.480,45.449,55.480,0.124,0.124,0.000,0.000,0.000,NaN,0
316,ddd-1.png:0443-0391,0.000,74,74,45.480,55.480,45.449,55.480,0.124,0.124,0.000,0.000,0.000,NaN,0
317,ddd-1.png:0443-0391,0.000,74,74,45.480,55.480,45.449,55.480,0.124,0.124,0.000,0.000,0.000,NaN,0
318,ddd-1.png:0443-0391,0.000,76,76,45.464,55.356,45.449,55.356,0.124,0.124,0.000,0.000,0.000,NaN,0
319,ddd-1.png:0443-0391,0.000,83,83,45.387,55.294,45.325,55.232,0.124,0.124,0.000,0.000,0.000,NaN,0
320,ddd-1.png:0443-0391,0.000,83,83,45.341,55.248,45.325,55.232,0.124,0.124,0.000,0.000,0.000,NaN,0
321,ddd-1.png:0443-0391,0.000,82,82,45.310,55.093,45.201,54.985,0.124,0.124,0.000,0.000,0.000,NaN,0
322,ddd-1.png:0443-0391,0.000,82,82,45.232,55.077,45.201,54.985,0.124,0.124,0.000,0.000,0.000,NaN,0
323,ddd-1.png:0443-0391,0.000,86,86,45.139,54.938,45.077,54.861,0.124,0.124,0.000,0.000,0.000,NaN,0
324,ddd-1.png:0443-0391,0.000,89,89,45.108,54.783,45.077,54.737,0.124,0.124,0.000,0.000,0.000,NaN,0
325,ddd-1.png:0443-0391,0.000,98,98,45.093,54.644,45.077,54.613,0.124,0.124,0.000,0.000,0.000,NaN,0
326,ddd-1.png:0443-0391,0.000,105,105,45.232,54.551,45.201,54.489,0.124,0.124,0.000,0.000,0.000,NaN,0
327,ddd-1.png:0443-0391,0.000,94,94,45.325,54.567,45.325,54.489,0.124,0.124,0.000,0.000,0.000,NaN,0
328,ddd-1.png:0443-0391,0.000,82,82,45.433,54.613,45.325,54.613,0.124,0.124,0.000,0.000,0.000,NaN,0
329,ddd-1.png:0443-0391,0.000,87,87,45.573,54.613,45.573,54.613,0.124,0.124,0.000,0.000,0.000,NaN,0
330,ddd-1.png:0443-0391,0.000,87,87,45.681,54.613,45.573,54.613,0.124,0.124,0.000,0.000,0.000,NaN,0
331,ddd-1.png:0443-0391,0.000,98,98,45.805,54.613,45.697,54.613,0.124,0.124,0.000,0.000,0.000,NaN,0
332,ddd-1.png:0443-0391,0.000,108,108,45.960,54.598,45.944,54.489,0.124,0.124,0.000,0.000,0.000,NaN,0
333,ddd-1.png:0443-0391,0.000,108,108,45.991,54.582,45.944,54.489,0.124,0.124,0.000,0.000,0.000,NaN,0
334,ddd-1.png:0443-0391,0.000,108,108,46.022,54.567,45.944,54.489,0.124,0.124,0.000,0.000,0.000,NaN,0
335,ddd-1.png:0443-0391,0.000,92,92,46.099,54.458,46.068,54.365,0.124,0.124,0.000,0.000,0.000,NaN,0
336,ddd-1.png:0443-0391,0.000,92,92,46.099,54.458,46.068,54.365,0.124,0.124,0.000,0.000,0.000,NaN,0
337,ddd-1.png:0443-0391,0.000,88,88,46.130,54.272,46.068,54.241,0.124,0.124,0.000,0.000,0.000,NaN,0
338,ddd-1.png:0443-0391,0.000,84,84,46.161,54.195,46.068,54.118,0.124,0.124,0.000,0.000,0.000,NaN,0
339,ddd-1.png:0443-0391,0.000,82,82,46.053,54.102,45.944,53.994,0.124,0.124,0.000,0.000,0.000,NaN,0
340,ddd-1.png:0443-0391,0.000,77,77,45.975,53.978,45.944,53.870,0.124,0.124,0.000,0.000,0.000,NaN,0
341,ddd-1.png:0443-0391,0.000,84,84,45.929,53.870,45.820,53.870,0.124,0.124,0.000,0.000,0.000,NaN,0
342,ddd-1.png:0443-0391,0.000,86,86,45.898,53.746,45.820,53.746,0.124,0.124,0.000,0.000,0.000,NaN,0
343,ddd-1.png:0443-0391,0.000,86,86,45.898,53.746,45.820,53.746,0.124,0.124,0.000,0.000,0.000,NaN,0
344,ddd-1.png:0443-0391,0.000,102,102,45.929,53.483,45.820,53.375,0.124,0.124,0.000,0.000,0.000,NaN,0
345,ddd-1.png:0443-0391,0.000,80,80,46.115,53.375,46.068,53.375,0.124,0.124,0.000,0.000,0.000,NaN,0
346,ddd-1.png:0443-0391,0.000,75,75,46.254,53.251,46.192,53.251,0.124,0.124,0.000,0.000,0.000,NaN,0
347,ddd-1.png:0443-0391,0.000,73,73,46.331,53.266,46.316,53.251,0.124,0.124,0.000,0.000,0.000,NaN,0
348,ddd-1.png:0443-0391,0.000,73,73,46.502,53.266,46.440,53.251,0.124,0.124,0.000,0.000,0.000,NaN,0
349,ddd-1.png:0443-0391,0.000,75,75,46.625,53.282,46.563,53.251,0.124,0.124,0.000,0.000,0.000,NaN,0
350,ddd-1.png:0443-0391,0.000,75,75,46.625,53.282,46.563,53.251,0.124,0.124,0.000,0.000,0.000,NaN,0
351,ddd-1.png:0443-0391,0.000,70,70,46.811,53.266,46.811,53.251,0.124,0.124,0.000,0.000,0.000,NaN,0
352,ddd-1.png:0443-0391,0.000,90,90,46.935,53.204,46.935,53.127,0.124,0.124,0.000,0.000,0.000,NaN,0
353,ddd-1.png:0443-0391,0.000,90,90,46.935,53.204,46.935,53.127,0.124,0.124,0.000,0.000,0.000,NaN,0
354,ddd-1.png:0443-0391,0.000,95,95,47.105,53.111,47.059,53.003,0.124,0.124,0.000,0.000,0.000,NaN,0
355,ddd-1.png:0443-0391,0.000,82,82,47.183,52.926,47.183,52.879,0.124,0.124,0.000,0.000,0.000,NaN,0
356,ddd-1.png:0443-0391,0.000,105,105,47.121,52.786,47.059,52.755,0.124,0.124,0.000,0.000,0.000,NaN,0
357,ddd-1.png:0443-0391,0.000,105,105,47.121,52.786,47.059,52.755,0.124,0.124,0.000,0.000,0.000,NaN,0
358,ddd-1.png:0443-0391,0.000,105,105,47.074,52.755,47.059,52.755,0.124,0.124,0.000,0.000,0.000,NaN,0
359,ddd-1.png:0443-0391,0.000,97,97,47.090,52.647,47.059,52.632,0.124,0.124,0.000,0.000,0.000,NaN,0
360,ddd-1.png:0443-0391,0.000,89,89,47.136,52.601,47.059,52.508,0.124,0.124,0.000,0.000,0.000,NaN,0
361,ddd-1.png:0443-0391,0.000,93,93,46.997,52.585,46.935,52.508,0.124,0.124,0.000,0.000,0.000,NaN,0
362,ddd-1.png:0443-0391,0.000,93,93,46.997,52.585,46.935,52.508,0.124,0.124,0.000,0.000,0.000,NaN,0
363,ddd-1.png:0443-0391,0.000,83,83,46.935,52.446,46.935,52.384,0.124,0.124,0.000,0.000,0.000,NaN,0
364,ddd-1.png:0443-0391,0.000,92,92,46.842,52.337,46.811,52.260,0.124,0.124,0.000,0.000,0.000,NaN,0
365,ddd-1.png:0443-0391,0.000,101,101,46.842,52.198,46.811,52.136,0.124,0.124,0.000,0.000,0.000,NaN,0
366,ddd-1.png:0443-0391,0.000,102,102,46.997,52.105,46.935,52.012,0.124,0.124,0.000,0.000,0.000,NaN,0
367,ddd-1.png:0443-0391,0.000,90,90,47.121,52.090,47.059,52.012,0.124,0.124,0.000,0.000,0.000,NaN,0
368,ddd-1.png:0443-0391,0.000,71,71,47.368,52.152,47.307,52.136,0.124,0.124,0.000,0.000,0.000,NaN,0
369,ddd-1.png:0443-0391,0.000,76,76,47.492,52.152,47.430,52.136,0.124,0.124,0.000,0.000,0.000,NaN,0
370,ddd-1.png:0443-0391,0.000,82,82,47.601,52.152,47.554,52.136,0.124,0.124,0.000,0.000,0.000,NaN,0
371,ddd-1.png:0443-0391,0.000,89,89,47.786,52.183,47.678,52.136,0.124,0.124,0.000,0.000,0.000,NaN,0
372,ddd-1.png:0443-0391,0.000,119,119,47.926,52.028,47.926,52.012,0.124,0.124,0.000,0.000,0.000,NaN,0
373,ddd-1.png:0443-0391,0.000,105,105,48.065,52.105,48.050,52.012,0.124,0.124,0.000,0.000,0.000,NaN,0
374,ddd-1.png:0443-0391,0.000,117,117,48.065,51.966,48.050,51.889,0.124,0.124,0.000,0.000,0.000,NaN,0
375,ddd-1.png:0443-0391,0.000,120,120,48.003,51.780,47.926,51.765,0.124,0.124,0.000,0.000,0.000,NaN,0
376,ddd-1.png:0443-0391,0.000,120,120,48.003,51.780,47.926,51.765,0.124,0.124,0.000,0.000,0.000,NaN,0
377,ddd-1.png:0443-0391,0.000,104,104,47.972,51.672,47.926,51.641,0.124,0.124,0.000,0.000,0.000,NaN,0
378,ddd-1.png:0443-0391,0.000,88,88,47.972,51.486,47.926,51.393,0.124,0.124,0.000,0.000,0.000,NaN,0
379,ddd-1.png:0443-0391,0.000,86,86,47.926,51.347,47.926,51.269,0.124,0.124,0.000,0.000,0.000,NaN,0
380,ddd-1.png:0443-0391,0.000,96,96,47.988,51.084,47.926,51.022,0.124,0.124,0.000,0.000,0.000,NaN,0
381,ddd-1.png:0443-0391,0.000,101,101,48.019,50.944,47.926,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
382,ddd-1.png:0443-0391,0.000,94,94,48.266,51.006,48.173,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
383,ddd-1.png:0443-0391,0.000,100,100,48.452,51.006,48.421,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
384,ddd-1.png:0443-0391,0.000,100,100,48.452,51.006,48.421,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
385,ddd-1.png:0443-0391,0.000,106,106,48.622,51.006,48.545,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
386,ddd-1.png:0443-0391,0.000,106,106,48.762,51.006,48.669,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
387,ddd-1.png:0443-0391,0.000,105,105,48.994,50.975,48.916,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
388,ddd-1.png:0443-0391,0.000,98,98,49.149,50.960,49.040,50.898,0.124,0.124,0.000,0.000,0.000,NaN,0
389,ddd-1.png:0443-0391,0.000,118,118,49.257,50.882,49.164,50.774,0.124,0.124,0.000,0.000,0.000,NaN,0
390,ddd-1.png:0443-0391,0.000,96,96,49.474,50.805,49.412,50.774,0.124,0.124,0.000,0.000,0.000,NaN,0
391,ddd-1.png:0443-0391,0.000,96,96,49.474,50.805,49.412,50.774,0.124,0.124,0.000,0.000,0.000,NaN,0
392,ddd-1.png:0443-0391,0.000,91,91,49.551,50.697,49.536,50.650,0.124,0.124,0.000,0.000,0.000,NaN,0
393,ddd-1.png:0443-0391,0.000,97,97,49.551,50.573,49.536,50.526,0.124,0.124,0.000,0.000,0.000,NaN,0
394,ddd-1.png:0443-0391,0.000,88,88,49.551,50.464,49.536,50.402,0.124,0.124,0.000,0.000,0.000,NaN,0
395,ddd-1.png:0443-0391,0.000,87,87,49.458,50.279,49.412,50.279,0.124,0.124,0.000,0.000,0.000,NaN,0
396,ddd-1.png:0443-0391,0.000,84,84,49.443,50.186,49.412,50.155,0.124,0.124,0.000,0.000,0.000,NaN,0
397,ddd-1.png:0443-0391,0.000,84,84,49.443,50.186,49.412,50.155,0.124,0.124,0.000,0.000,0.000,NaN,0
398,ddd-1.png:0443-0391,0.000,88,88,49.412,50.000,49.412,49.907,0.124,0.124,0.000,0.000,0.000,NaN,0
399,ddd-1.png:0443-0391,0.000,88,88,49.427,49.861,49.412,49.783,0.124,0.124,0.000,0.000,0.000,NaN,0
400,ddd-1.png:0443-0391,0.000,90,90,49.458,49.721,49.412,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
401,ddd-1.png:0443-0391,0.000,95,95,49.520,49.644,49.412,49.536,0.124,0.124,0.000,0.000,0.000,NaN,0
402,ddd-1.png:0443-0391,0.000,83,83,49.690,49.628,49.659,49.536,0.124,0.124,0.000,0.000,0.000,NaN,0
403,ddd-1.png:0443-0391,0.000,79,79,49.876,49.628,49.783,49.536,0.124,0.124,0.000,0.000,0.000,NaN,0
404,ddd-1.png:0443-0391,0.000,79,79,49.876,49.628,49.783,49.536,0.124,0.124,0.000,0.000,0.000,NaN,0
405,ddd-1.png:0443-0391,0.000,84,84,49.969,49.644,49.907,49.536,0.124,0.124,0.000,0.000,0.000,NaN,0
406,ddd-1.png:0443-0391,0.000,74,74,50.077,49.690,50.031,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
407,ddd-1.png:0443-0391,0.000,81,81,50.170,49.737,50.155,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
408,ddd-1.png:0443-0391,0.000,81,81,50.217,49.752,50.155,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
409,ddd-1.png:0443-0391,0.000,87,87,50.310,49.752,50.279,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
410,ddd-1.png:0443-0391,0.000,87,87,50.387,49.752,50.279,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
411,ddd-1.png:0443-0391,0.000,74,74,50.526,49.675,50.526,49.659,0.124,0.124,0.000,0.000,0.000,NaN,0
412,ddd-1.png:0443-0391,0.000,82,82,50.666,49.582,50.650,49.536,0.124,0.124,0.000,0.000,0.000,NaN,0
413,ddd-1.png:0443-0391,0.000,101,101,50.867,49.396,50.774,49.288,0.124,0.124,0.000,0.000,0.000,NaN,0
414,ddd-1.png:0443-0391,0.000,91,91,51.006,49.272,50.898,49.164,0.124,0.124,0.000,0.000,0.000,NaN,0
415,ddd-1.png:0443-0391,0.000,73,73,51.037,49.164,51.022,49.164,0.124,0.124,0.000,0.000,0.000,NaN,0
416,ddd-1.png:0443-0391,0.000,96,96,50.975,49.102,50.898,49.040,0.124,0.124,0.000,0.000,0.000,NaN,0
417,ddd-1.png:0443-0391,0.000,95,95,50.991,48.932,50.898,48.916,0.124,0.124,0.000,0.000,0.000,NaN,0
418,ddd-1.png:0443-0391,0.000,88,88,50.991,48.762,50.898,48.669,0.124,0.124,0.000,0.000,0.000,NaN,0
419,ddd-1.png:0443-0391,0.000,88,88,50.944,48.607,50.898,48.545,0.124,0.124,0.000,0.000,0.000,NaN,0
420,ddd-1.png:0443-0391,0.000,80,80,51.022,48.467,51.022,48.421,0.124,0.124,0.000,0.000,0.000,NaN,0
421,ddd-1.png:0443-0391,0.000,92,92,51.099,48.328,51.022,48.297,0.124,0.124,0.000,0.000,0.000,NaN,0
422,ddd-1.png:0443-0391,0.000,92,92,51.207,48.266,51.146,48.173,0.124,0.124,0.000,0.000,0.000,NaN,0
423,ddd-1.png:0443-0391,0.000,81,81,51.362,48.189,51.269,48.173,0.124,0.124,0.000,0.000,0.000,NaN,0
424,ddd-1.png:0443-0391,0.000,75,75,51.440,48.189,51.393,48.173,0.124,0.124,0.000,0.000,0.000,NaN,0
425,ddd-1.png:0443-0391,0.000,68,68,51.641,48.251,51.641,48.173,0.124,0.124,0.000,0.000,0.000,NaN,0
426,ddd-1.png:0443-0391,0.000,71,71,51.811,48.282,51.765,48.173,0.124,0.124,0.000,0.000,0.000,NaN,0
427,ddd-1.png:0443-0391,0.000,66,66,51.920,48.328,51.889,48.297,0.124,0.124,0.000,0.000,0.000,NaN,0
428,ddd-1.png:0443-0391,0.000,68,68,52.043,48.406,52.012,48.297,0.124,0.124,0.000,0.000,0.000,NaN,0
429,ddd-1.png:0443-0391,0.000,68,68,52.136,48.359,52.136,48.297,0.124,0.124,0.000,0.000,0.000,NaN,0
430,ddd-1.png:0443-0391,0.000,68,68,52.322,48.297,52.260,48.297,0.124,0.124,0.000,0.000,0.000,NaN,0
431,ddd-1.png:0443-0391,0.000,73,73,52.322,48.220,52.260,48.173,0.124,0.124,0.000,0.000,0.000,NaN,0
432,ddd-1.png:0443-0391,0.000,81,81,52.446,48.111,52.384,48.050,0.124,0.124,0.000,0.000,0.000,NaN,0
433,ddd-1.png:0443-0391,0.000,96,96,52.492,48.019,52.384,47.926,0.124,0.124,0.000,0.000,0.000,NaN,0
434,ddd-1.png:0443-0391,0.000,96,96,52.601,47.879,52.508,47.802,0.124,0.124,0.000,0.000,0.000,NaN,0
435,ddd-1.png:0443-0391,0.000,96,96,52.601,47.802,52.508,47.802,0.124,0.124,0.000,0.000,0.000,NaN,0
436,ddd-1.png:0443-0391,0.000,96,96,52.601,47.802,52.508,47.802,0.124,0.124,0.000,0.000,0.000,NaN,0
437,ddd-1.png:0443-0391,0.000,108,108,52.601,47.663,52.508,47.554,0.124,0.124,0.000,0.000,0.000,NaN,0
438,ddd-1.png:0443-0391,0.000,104,104,52.632,47.523,52.632,47.430,0.124,0.124,0.000,0.000,0.000,NaN,0
439,ddd-1.png:0443-0391,0.000,114,114,52.632,47.399,52.632,47.307,0.124,0.124,0.000,0.000,0.000,NaN,0
440,ddd-1.png:0443-0391,0.000,114,114,52.632,47.353,52.632,47.307,0.124,0.124,0.000,0.000,0.000,NaN,0
441,ddd-1.png:0443-0391,0.000,142,142,62.270,53.973,62.167,53.870,0.124,0.124,0.000,0.000,0.000,NaN,0
442,ddd-1.png:0442-0389,2.331,85.619,139.421,0.000,0.000,43.963,47.183,8.545,15.108,0.082,0.000,0.000,NaN,18.873
